Building IRN,Building Name,District IRN,District Name,County,Region,Address,"City, State, Zip Code",Phone #,Principal,Performance Index Score 2016-17,Performance Index Percent 2016-17,Letter Grade of Performance Index,Percent of Students Not Tested,Percent of Students Below,Percent of Students Basic,Percent of Students Proficient,Percent of Students Accelerated,Percent of Students Advanced,Percent of Students Advanced Plus,Gifted Performance Index Score 2016-17,Gifted Performance Index 2016-17,Percent of Gifted Students Not Tested,Percent of Gifted Students Below,Percent of Gifted Students Basic,Percent of Gifted Students Proficient,Percent of Gifted Students Accelerated,Percent of Gifted Students Advanced,Percent of Gifted Students Advanced Plus,Performance Index Score 2015-16,Performance Index Score 2014-15,Watermark
036251,Streetsboro Middle School,049239,Streetsboro City,Portage,Region 8,1951 Annalane Dr,"Streetsboro, OH, 44241-1730",(330) 626-4905,Vincent N. Suber,84.984,70.8,C,0.5,15.8,18.9,32.8,22.8,8.7,0.4,109.535,91.3,2.3,0.0,2.3,16.3,32.6,44.2,2.3,80.703,96.179,
036269,Streetsboro High School,049239,Streetsboro City,Portage,Region 8,8585 State Route 14,"Streetsboro, OH, 44241-1729",(330) 626-4902,James E. Hogue,83.344,69.5,D,1.3,14.0,23.0,34.3,18.6,8.7,0.2,109.111,90.9,0.0,0.0,8.9,11.1,35.6,42.2,2.2,75.395,99.550,
036277,Strongsville High School,044842,Strongsville City,Cuyahoga,Region 3,20025 Lunn Rd,"Strongsville, OH, 44149-4925",(440) 572-7100,Mark E. Smithberger,93.535,77.9,C,0.3,8.4,15.9,34.6,22.6,16.2,2.0,114.407,95.3,0.6,0.0,1.1,9.6,30.5,50.8,7.3,93.077,106.571,
036285,Strongsville Middle School,044842,Strongsville City,Cuyahoga,Region 3,13200 Pearl Rd,"Strongsville, OH, 44136-3402",(440) 572-7090,Steve P. Deitrick,93.055,77.5,C,0.6,10.6,14.7,26.8,27.7,17.1,2.5,116.812,97.3,0.2,0.0,0.6,5.7,26.7,54.5,12.3,93.104,102.203,
036293,Struble Elementary School,047365,Northwest Local,Hamilton,Region 13,2760 Jonrose Ave,"Cincinnati, OH, 45239-5315",(513) 522-2700,Karen Grayson,NC,NC,NR,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,NC,
036301,Struthers High School,044859,Struthers City,Mahoning,Region 5,111 Euclid Ave,"Struthers, OH, 44471-1710",(330) 750-1062,Roger A. Day,76.757,64.0,D,0.5,19.7,28.4,33.3,12.4,5.8,0.0,110.313,91.9,0.0,0.0,3.1,18.8,40.6,37.5,0.0,73.181,94.651,
036319,Stryker Elementary School,050658,Stryker Local,Williams,Region 1,400 S Defiance St,"Stryker, OH, 43557-9307",(419) 682-2841,Denise E. Meyer,95.015,79.2,C,0.0,7.7,16.7,26.9,26.0,22.6,0.0,112.923,94.1,0.0,1.5,0.0,15.4,26.2,56.9,0.0,90.393,99.241,
036327,Stryker High School,050658,Stryker Local,Williams,Region 1,400 S Defiance St,"Stryker, OH, 43557-9307",(419) 682-4591,,86.988,72.5,C,0.0,12.9,22.5,30.1,19.3,15.3,0.0,116.800,97.3,0.0,0.0,0.0,0.0,32.0,68.0,0.0,81.299,92.153,
036335,Gahanna West Middle School,046961,Gahanna-Jefferson City,Franklin,Region 11,350 N Stygler Rd,"Gahanna, OH, 43230-2438",(614) 478-5570,Aaron L. Winner,96.511,80.4,B,0.2,8.0,13.4,26.6,28.7,21.2,1.9,117.449,97.9,0.5,0.0,0.0,4.1,24.5,57.7,13.3,90.394,92.787,
036343,Suffield Elementary School,049197,Field Local,Portage,Region 8,1128 Waterloo Rd,"Mogadore, OH, 44260-9577",(330) 628-3430,Shawn D. Bookman,101.159,84.3,B,0.0,4.8,12.1,19.7,32.7,30.6,0.0,119.143,99.3,0.0,0.0,0.0,0.0,8.6,91.4,0.0,98.613,99.977,
036350,Elida Elementary,045773,Elida Local,Allen,Region 6,300 Pioneer Rd,"Elida, OH, 45807-1109",(419) 331-7901,Melanie R. Nixon,97.445,81.2,B,0.0,8.6,11.4,25.2,29.7,25.1,0.0,114.390,95.3,0.0,0.0,4.9,2.4,22.0,70.7,0.0,96.549,92.035,
036368,Sugarcreek Education Center,047274,Bellbrook-Sugarcreek Local,Greene,Region 10,3757 Upper Bellbrook Rd,"Bellbrook, OH, 45305-8750",(937) 848-3757,Keith A. St.Pierre,NC,NC,NR,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
036384,Black River Education Center Elementary School,048462,Black River Local,Medina,Region 7,257 County Road 40,"Sullivan, OH, 44880-9731",(419) 736-2161,Becky H. Luth,92.888,77.4,C,0.0,13.2,12.6,23.7,29.5,20.9,0.2,117.358,97.8,0.0,0.0,0.0,1.9,24.5,71.7,1.9,93.712,89.516,
036392,Sullivant Elementary School,043802,Columbus City,Franklin,Region 11,791 Griggs Ave,"Columbus, OH, 43223-2305",(614) 365-6524,Lisa A. Stamos,54.825,45.7,F,1.5,50.3,23.1,19.3,4.4,1.5,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.759,71.739,
036400,Hannah Crawford Elementary School grades 3 -5,046516,Colonel Crawford Local,Crawford,Region 7,5444 Crestline Rd,"Crestline, OH, 44827-9480",(419) 562-5753,Jennifer L. Sautter,92.352,77.0,C,0.0,12.0,13.4,31.7,24.3,18.5,0.0,112.333,93.6,0.0,0.0,6.7,3.3,30.0,60.0,0.0,90.918,95.148,
036426,Summerside Elementary School,046359,West Clermont Local,Clermont,Region 13,4639 Vermona Dr,"Cincinnati, OH, 45245-1021",(513) 947-7900,Robert A. Winterberger,95.622,79.7,C,0.0,9.1,13.7,27.0,25.9,24.3,0.0,118.298,98.6,0.0,0.0,0.0,0.0,17.0,83.0,0.0,94.174,92.360,
036459,Summit Elementary School,047340,Forest Hills Local,Hamilton,Region 13,8400 Northport Dr,"Cincinnati, OH, 45255-3202",(513) 474-2270,Michele M. Sulfsted,104.111,86.8,B,0.2,3.8,9.3,18.3,29.8,38.6,0.0,118.082,98.4,0.0,0.0,0.0,1.4,16.4,82.2,0.0,102.273,101.610,
036467,Licking Heights South,048009,Licking Heights Local,Licking,Region 11,6623 Summit Rd SW,"Pataskala, OH, 43062-8768",(740) 964-1674,Kurt E. Scheiderer,90.902,75.8,C,0.8,13.2,14.5,24.7,26.7,20.2,0.0,119.024,99.2,0.0,0.0,0.0,0.0,9.8,90.2,0.0,90.123,95.100,
036475,Sunbeam,043786,Cleveland Municipal,Cuyahoga,Region 3,11731 Mount Overlook Ave,"Cleveland, OH, 44120-1025",(216) 838-1700,Katrinka E. Dean,45.546,38.0,F,4.5,54.6,30.4,6.9,3.0,0.6,0.0,54.211,45.2,5.3,47.4,21.1,15.8,10.5,0.0,0.0,41.871,58.623,
036483,Big Walnut Elementary School,046748,Big Walnut Local,Delaware,Region 11,940 S Old 3c Rd,"Sunbury, OH, 43074-8903",(740) 965-3902,Andrea S. Clark,102.599,85.5,B,0.0,5.0,8.5,25.7,26.8,33.4,0.5,119.574,99.6,0.0,0.0,0.0,0.0,8.5,87.2,4.3,99.833,100.588,
036517,Minford Middle School,049627,Minford Local,Scioto,Region 15,PO Box 204,"Minford, OH, 45653-0204",(740) 820-2181,Dennis M. Evans,88.864,74.1,C,0.1,14.6,17.6,24.1,25.0,18.5,0.1,113.965,95.0,0.0,0.0,0.4,10.1,38.3,50.2,0.9,85.307,92.779,
036525,Sunview Elementary School,044792,South Euclid-Lyndhurst City,Cuyahoga,Region 3,5520 Meadow Wood Blvd,"Lyndhurst, OH, 44124-3810",(216) 691-2225,Arika R. Taylor,98.647,82.2,B,0.6,5.9,15.9,16.5,25.3,35.9,0.0,119.333,99.4,0.0,0.0,0.0,0.0,6.7,93.3,0.0,91.678,98.410,
036533,Superior Elementary School,043901,East Cleveland City School District,Cuyahoga,Region 3,1865 Garfield Rd,"East Cleveland, OH, 44112-4513",(216) 268-6670,Shawna M. LeSure,62.305,51.9,D,0.0,33.1,38.3,21.6,6.3,0.7,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.395,71.694,
036558,Surrarrer Elementary School,044842,Strongsville City,Cuyahoga,Region 3,9306 Priem Rd,"Strongsville, OH, 44149-2026",(440) 572-7170,Sally J. Wierzbicki,104.894,87.4,B,1.1,2.1,7.0,23.2,30.6,36.0,0.0,118.971,99.1,0.0,0.0,0.0,1.5,7.4,91.2,0.0,101.606,100.612,
036582,Swanton High School,047092,Swanton Local,Fulton,Region 1,601 N Main St,"Swanton, OH, 43558-1072",(419) 826-3045,Jason D. Longbrake,87.556,73.0,C,0.0,12.1,18.8,44.0,15.8,8.6,0.7,110.000,91.7,0.0,0.0,8.6,17.1,22.9,42.9,8.6,84.726,94.391,
036624,Mohawk Elementary School,050740,Mohawk Local,Wyandot,Region 7,605 State Highway 231,"Sycamore, OH, 44882-9434",(419) 927-2595,Tamara S. Wallace,90.674,75.6,C,0.3,12.8,16.3,27.4,23.1,18.8,1.3,116.724,97.3,0.0,0.0,0.9,6.9,22.4,61.2,8.6,89.688,88.799,
036640,Sycamore High School,044867,Sycamore Community City,Hamilton,Region 13,7400 Cornell Rd,"Cincinnati, OH, 45242-3012",(513) 686-1770,Douglas P. Mader,100.207,83.5,B,0.6,5.5,12.3,26.8,24.6,19.6,10.6,118.153,98.5,0.5,0.2,0.9,7.4,20.9,39.9,30.2,94.811,106.318,
036657,Edwin H Greene Intermediate Middle School,044867,Sycamore Community City,Hamilton,Region 13,5200 Aldine Dr,"Cincinnati, OH, 45242-6214",(513) 686-1750,Matthew A. Tudor,105.099,87.6,B,1.2,4.5,8.2,15.8,23.6,37.0,9.7,119.367,99.5,0.6,0.1,1.0,2.8,12.9,56.2,26.4,106.255,90.583,
036681,Sylvan Elementary School,044875,Sylvania Schools,Lucas,Region 1,4830 Wickford Dr E,"Sylvania, OH, 43560-3353",(419) 824-8615,Juliane M. Gault,96.203,80.2,B,0.6,8.3,12.5,26.6,27.2,24.7,0.0,117.586,98.0,0.0,0.0,0.0,1.7,20.7,77.6,0.0,94.941,99.468,
036699,Highland Elementary School,044875,Sylvania Schools,Lucas,Region 1,7720 Erie St,"Sylvania, OH, 43560-3729",(419) 824-8611,Mark D. Pugh,102.524,85.4,B,0.0,6.2,7.6,21.7,29.9,34.3,0.3,117.926,98.3,0.0,0.0,0.0,2.2,16.3,81.5,0.0,99.868,96.986,
036707,Sylvania Northview High School,044875,Sylvania Schools,Lucas,Region 1,5403 Silica Dr,"Sylvania, OH, 43560-1981",(419) 824-8570,Steven A. Swaggerty,97.477,81.2,B,0.2,4.3,12.5,40.5,28.6,13.9,0.1,113.796,94.8,0.0,0.0,0.0,13.9,35.0,50.4,0.7,92.882,105.122,
036723,Stranahan Elementary School,044875,Sylvania Schools,Lucas,Region 1,3840 N Holland Sylvania Rd,"Toledo, OH, 43615-1008",(419) 824-8614,Jeremy F. Bauer,93.781,78.2,C,0.2,12.0,13.4,24.6,22.3,27.6,0.0,118.028,98.4,0.0,0.0,0.0,2.8,14.1,83.1,0.0,93.270,89.668,
036731,Whiteford Elementary School,044875,Sylvania Schools,Lucas,Region 1,4708 Whiteford Rd,"Toledo, OH, 43623-2763",(419) 824-8616,Andrew L. Duncan,97.643,81.4,B,0.0,9.0,11.9,21.6,27.7,29.8,0.0,118.571,98.8,0.0,0.0,0.0,1.8,10.7,87.5,0.0,93.833,94.270,
036749,Symmes Valley High School,047969,Symmes Valley Local,Lawrence,Region 15,14778 State Route 141,"Willow Wood, OH, 45696-9015",(740) 643-2371,Gregory S. Bowman,77.980,65.0,D,0.5,19.2,27.6,29.1,17.7,5.9,0.0,107.273,89.4,0.0,0.0,9.1,9.1,54.5,27.3,0.0,69.535,91.899,
036772,Emerson Elementary School,044198,Lakewood City,Cuyahoga,Region 3,13439 Clifton Blvd,"Lakewood, OH, 44107-1430",(216) 529-4254,Denice A. Leddy,96.600,80.5,B,0.2,9.9,11.1,24.1,28.2,26.6,0.0,118.214,98.5,0.0,0.0,0.0,3.6,10.7,85.7,0.0,95.148,96.211,
036780,William H Taft Elementary School,043752,Cincinnati City,Hamilton,Region 13,270 Southern Ave,"Cincinnati, OH, 45219-3023",(513) 363-5600,Jonathan D. Brown,74.499,62.1,D,0.0,27.5,26.3,18.9,11.7,15.6,0.0,NC,NC,0.0,0.0,0.0,0.0,0.0,100.0,0.0,60.278,60.668,
036798,Taft Elementary School,045161,Youngstown City,Mahoning,Region 5,730 E Avondale Ave,"Youngstown, OH, 44502-2464",(330) 744-7973,Christopher R. Haynes,61.829,51.5,D,0.7,39.8,27.6,21.0,7.8,3.2,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.932,70.573,
036822,Hamilton High School,044107,Hamilton City,Butler,Region 13,1165 Eaton Ave,"Hamilton, OH, 45013-1402",(513) 868-7700,John M. Wilhelm,72.005,60.0,D,0.9,26.2,27.4,28.9,11.5,5.2,0.0,110.182,91.8,0.0,0.0,1.8,23.6,40.0,34.5,0.0,62.818,95.532,
036830,Robert A. Taft Information Technology High School,043752,Cincinnati City,Hamilton,Region 13,420 Ezzard Charles Dr,"Cincinnati, OH, 45214-2806",(513) 363-8200,Michael Turner,41.150,34.3,F,7.5,62.8,18.9,8.6,1.6,0.5,0.0,NC,NC,0.0,25.0,0.0,75.0,0.0,0.0,0.0,41.718,56.931,
036848,Glenwood Intermediate School,049932,Plain Local,Stark,Region 9,1015 44th St NW,"Canton, OH, 44709-1613",(330) 491-3780,Brett C. Niarchos,97.053,80.9,B,0.1,9.9,12.3,20.5,24.2,32.9,0.1,115.649,96.4,0.6,0.4,0.6,5.7,18.7,73.7,0.4,93.586,94.959,
036863,Talawanda High School,046151,Talawanda City,Butler,Region 13,5301 University Park Blvd,"Oxford, OH, 45056-2619",(513) 273-3200,,86.025,71.7,C,0.6,12.1,22.8,35.4,16.2,12.2,0.6,113.148,94.3,0.9,0.0,1.9,13.9,22.2,57.4,3.7,85.000,101.236,
036871,Tallmadge Middle School,044883,Tallmadge City,Summit,Region 8,484 East Ave,"Tallmadge, OH, 44278-2000",(330) 633-4994,Robert Kearns,87.253,72.7,C,0.3,14.4,18.5,29.5,24.8,11.1,1.3,115.479,96.2,0.0,0.7,0.0,9.6,32.9,43.8,13.0,82.767,89.836,
036889,Tallmadge Elementary School,044206,Lancaster City,Fairfield,Region 11,694 Talmadge Ave,"Lancaster, OH, 43130-2689",(740) 687-7336,Jacob T. Campbell,87.128,72.6,C,0.0,18.0,14.4,28.6,22.7,16.3,0.0,115.357,96.1,0.0,0.0,0.0,7.1,32.1,60.7,0.0,80.513,94.093,
036897,Tallmadge High School,044883,Tallmadge City,Summit,Region 8,140 N Munroe Rd,"Tallmadge, OH, 44278-2057",(330) 633-5505,Rebecca J. Decapua,87.108,72.6,C,0.0,11.7,21.4,38.0,20.1,7.8,1.0,109.701,91.4,0.0,0.0,6.0,23.9,28.4,32.8,9.0,85.159,105.558,
036913,Tarhe Trails Elementary School,044206,Lancaster City,Fairfield,Region 11,2141 Greencrest Way,"Lancaster, OH, 43130-7591",(740) 687-7330,Dustin D. Knight,98.698,82.2,B,0.0,8.0,10.5,25.2,27.6,28.7,0.0,117.629,98.0,0.0,0.0,0.0,2.1,19.6,78.4,0.0,94.540,99.562,
036921,Taylor Elementary School,047365,Northwest Local,Hamilton,Region 13,3173 Springdale Rd,"Cincinnati, OH, 45251-1503",(513) 825-3000,Walter J. Rischmann,89.112,74.3,C,0.3,16.1,14.8,21.4,28.9,17.8,0.7,113.000,94.2,3.3,0.0,0.0,3.3,26.7,63.3,3.3,79.200,87.180,
036954,Taylor High School,047399,Three Rivers Local,Hamilton,Region 13,56 Cooper Road,"Cleves, OH, 45002-1002",(513) 467-3200,Thomas S. Bailey,85.597,71.3,C,0.3,15.1,20.6,30.0,21.1,12.7,0.1,113.519,94.6,0.0,0.0,0.9,9.7,40.7,47.7,0.9,84.241,86.999,
036962,Teays Valley High School,049098,Teays Valley Local,Pickaway,Region 11,3887 State Route 752,"Ashville, OH, 43103-9551",(740) 983-5000,John R. Keel,83.833,69.9,D,2.0,12.1,22.8,36.7,18.2,8.2,0.0,109.328,91.1,0.0,0.0,3.0,25.4,38.1,33.6,0.0,79.256,94.346,
036970,Tecumseh Elementary School,045153,Xenia Community City,Greene,Region 10,1058 Old Springfield Pike,"Xenia, OH, 45385-1238",(937) 372-3321,Cathryn L. Petticrew,94.853,79.0,C,0.0,11.5,13.1,19.8,29.2,26.3,0.0,114.231,95.2,0.0,0.0,2.6,5.1,32.1,60.3,0.0,87.727,93.131,
036988,Tecumseh High School,046243,Tecumseh Local,Clark,Region 10,9830 W National Rd,"New Carlisle, OH, 45344-9290",(937) 845-4500,Ivan A. Gehret,73.453,61.2,D,0.0,25.8,26.7,30.6,11.9,4.9,0.0,110.488,92.1,0.0,0.0,0.0,29.3,36.6,34.1,0.0,69.747,92.934,
036996,Forestlawn Elementary,044768,Sheffield-Sheffield Lake City,Lorain,Region 2,3975 Forestlawn Ave,"Sheffield Lake, OH, 44054-2048",(440) 949-4236,Gretchen B. Loper,NC,NC,NR,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,100.690,
037002,Terrace Park Elementary School,044313,Mariemont City,Hamilton,Region 13,723 Elm Ave,"Terrace Park, OH, 45174-1203",(513) 272-7700,Linda Lee,111.613,93.0,A,0.2,0.9,3.2,13.9,30.2,47.4,4.2,119.159,99.3,0.0,0.0,0.9,2.8,13.1,67.3,15.9,109.284,105.027,
037010,Madison-Plains Junior High,048272,Madison-Plains Local,Madison,Region 11,803 Linson Rd,"London, OH, 43140-9751",(740) 852-1707,Matthew C. Unger,86.332,71.9,C,0.0,10.7,27.6,28.3,19.2,13.1,1.2,117.273,97.7,0.0,0.0,3.0,3.0,15.2,66.7,12.1,85.367,84.489,
037028,The Plains Elementary School,043521,Athens City,Athens,Region 16,90 Connett Rd,"The Plains, OH, 45780-1453",(740) 797-4572,Heather E. Skinner,71.590,59.7,D,0.2,27.6,28.4,25.6,12.2,5.8,0.2,111.471,92.9,0.0,0.0,2.9,17.6,35.3,41.2,2.9,74.263,79.253,
037051,Edison Intermediate,044073,Grandview Heights Schools,Franklin,Region 11,1240 Oakland Ave,"Columbus, OH, 43212-3317",(614) 481-3630,Tracie R. Lees,104.638,87.2,B,0.0,4.3,8.2,19.8,27.0,39.7,1.0,118.049,98.4,0.0,0.0,0.8,2.4,13.8,78.9,4.1,101.054,102.418,
037093,Huron Primary School,043513,Ashtabula Area City,Ashtabula,Region 5,2330 Wade Ave,"Ashtabula, OH, 44004-9435",(440) 992-1230,Valerie A. Harper,64.494,53.7,D,0.0,37.6,28.7,15.7,12.9,5.1,0.0,NC,NC,0.0,0.0,10.0,30.0,30.0,30.0,0.0,72.576,82.248,
037101,Thomas Jefferson School,043786,Cleveland Municipal,Cuyahoga,Region 3,3145 W 46th St,"Cleveland, OH, 44102-5913",(216) 838-7150,Marisol E. Burgos,NC,NC,NR,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.807,60.000,
037143,Thoreau Park Elementary School,044636,Parma City,Cuyahoga,Region 3,5401 W 54th St,"Parma, OH, 44129-2201",(440) 885-2352,Theodore J. Bickley,88.701,73.9,C,0.0,16.5,14.2,28.5,22.7,18.1,0.0,118.421,98.7,0.0,0.0,0.0,5.3,5.3,89.5,0.0,76.791,87.034,
037176,Thornville Elementary School,049056,Northern Local,Perry,Region 12,70 E Columbus St,"Thornville, OH, 43076",(740) 246-6636,Clinton D. Rhodes,100.803,84.0,B,4.4,2.7,6.6,19.7,35.3,31.3,0.0,107.821,89.9,7.7,0.0,0.0,2.6,24.4,65.4,0.0,103.005,96.366,
037234,Tiffin Elementary School,043745,Chillicothe City,Ross,Region 15,145 S Bridge St,"Chillicothe, OH, 45601-6405",(740) 774-2123,Michael T. Shoemaker,82.449,68.7,D,0.2,16.7,24.7,28.4,17.4,12.6,0.0,NC,NC,0.0,0.0,0.0,0.0,16.7,83.3,0.0,75.854,80.221,
037275,Tinora High School,046722,Northeastern Local,Defiance,Region 1,5921 Domersville Rd,"Defiance, OH, 43512-9121",(419) 497-2621,Christopher M. Lake,90.475,75.4,C,0.3,10.2,18.0,36.3,20.3,13.9,1.0,112.500,93.8,0.0,4.2,0.0,8.3,25.0,58.3,4.2,89.724,101.855,
037283,L. T. Ball Intermediate School,045617,Tipp City Exempted Village,Miami,Region 10,575 N Hyatt St,"Tipp City, OH, 45371-1522",(937) 667-3719,Michael J. Vagedes,103.325,86.1,B,0.5,4.4,7.2,22.7,31.9,33.2,0.0,117.388,97.8,0.0,0.0,0.0,3.7,18.7,77.6,0.0,101.853,95.064,
037291,Tippecanoe High School,045617,Tipp City Exempted Village,Miami,Region 10,615 E Kessler Cowlesville Rd,"Tipp City, OH, 45371-2927",(937) 667-8448,Steven K. Verhoff,96.388,80.3,B,0.6,5.3,13.1,39.3,24.9,16.1,0.7,110.750,92.3,1.7,0.0,0.8,18.3,32.5,45.0,1.7,93.914,104.538,
037366,Girard Intermediate Middle School,044065,Girard City School District,Trumbull,Region 5,702 E Prospect St,"Girard, OH, 44420-2330",(330) 545-5219,Gregory T. Bonamase,102.904,85.8,B,0.0,2.8,11.3,20.9,36.3,28.5,0.2,117.069,97.6,0.0,0.0,0.0,1.7,29.3,65.5,3.4,95.332,88.650,
037390,Toronto Jr. / Sr. High School,044917,Toronto City,Jefferson,Region 12,1305 Dennis Way,"Toronto, OH, 43964-1952",(740) 537-2442,Maureen R. Taggart,76.285,63.6,D,0.0,21.3,28.2,30.9,13.8,5.6,0.0,NC,NC,0.0,0.0,7.7,30.8,23.1,38.5,0.0,70.286,86.757,
037408,St Bernard Elementary School,044719,St Bernard-Elmwood Place City,Hamilton,Region 13,4515 Tower Ave,"Saint Bernard, OH, 45217-1723",(513) 482-7110,Karen R. Clemons,83.489,69.6,D,0.0,18.1,20.6,30.2,17.9,13.2,0.0,114.118,95.1,0.0,0.0,5.9,0.0,23.5,70.6,0.0,76.873,80.452,
037416,Tower Heights Middle School,043737,Centerville City,Montgomery,Region 10,195 N Johanna Dr,"Centerville, OH, 45459-4625",(937) 434-0383,Clint P. Freese,93.960,78.3,C,0.6,8.2,15.7,30.1,27.0,16.5,1.9,113.438,94.5,0.4,0.4,0.8,14.5,31.6,44.5,7.8,93.533,100.892,
037424,Western Reserve Middle School,047746,Western Reserve Local,Huron,Region 2,3841 State Route 20,"Collins, OH, 44826-9513",(419) 668-1924,Lisa M. Border,85.071,70.9,C,0.0,15.4,19.7,35.1,22.5,7.3,0.0,NC,NC,0.0,8.3,0.0,25.0,41.7,25.0,0.0,80.100,83.355,
037432,Margaretta Elementary School,046805,Margaretta Local,Erie,Region 2,5906 Bogart Rd W,"Castalia, OH, 44824-9714",(419) 684-5357,Christine L. Opelt,95.567,79.6,C,0.0,9.4,13.0,26.5,28.8,22.2,0.0,117.073,97.6,0.0,0.0,0.0,2.4,24.4,73.2,0.0,93.223,92.466,
037457,Tremont Montessori School,043786,Cleveland Municipal,Cuyahoga,Region 3,2409 W 10th St,"Cleveland, OH, 44113-4428",(216) 838-9850,Natalie M. Celeste,70.238,58.5,D,1.2,27.2,30.7,21.1,12.1,7.7,0.0,108.095,90.1,0.0,0.0,4.8,28.6,33.3,33.3,0.0,67.627,79.609,
037465,Tremont Elementary School,044933,Upper Arlington City,Franklin,Region 11,2900 Tremont Rd,"Upper Arlington, OH, 43221-3153",(614) 487-5170,James C. Buffer,102.503,85.4,B,0.4,5.1,8.2,23.8,30.1,30.1,2.3,118.182,98.5,0.0,0.0,0.5,3.0,18.2,69.2,9.1,101.395,102.680,
037473,Claymont Primary School,043778,Claymont City,Tuscarawas,Region 12,320 Trenton Ave,"Uhrichsville, OH, 44683-2188",(740) 922-5641,Eric L. Seibert,NC,NC,NR,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.595,87.170,
037481,Edgewood High School,046094,Edgewood City,Butler,Region 13,3045 Busenbark Rd,"Trenton, OH, 45067-7611",(513) 867-6300,Adrienne L. Sanders,85.401,71.2,C,0.0,13.9,21.1,37.9,18.7,8.5,0.0,112.000,93.3,0.0,0.0,0.0,24.6,30.8,44.6,0.0,73.743,92.474,
037499,Trevitt Elementary School,043802,Columbus City,Franklin,Region 11,519 Trevitt St,"Columbus, OH, 43203-1100",(614) 365-6137,Patrese A. Mason,40.440,33.7,F,1.6,73.9,16.7,4.4,2.8,0.6,0.0,NC,NC,0.0,0.0,0.0,0.0,50.0,50.0,0.0,42.226,49.677,
037515,Tri-Valley High School,048876,Tri-Valley Local,Muskingum,Region 12,46 E Muskingum Ave,"Dresden, OH, 43821-9701",(740) 754-2921,John L. Harris,81.548,68.0,D,0.9,14.4,27.2,31.5,17.8,8.2,0.0,112.593,93.8,0.0,0.0,0.0,14.8,44.4,40.7,0.0,81.256,91.253,
037523,Triad Elementary School,046201,Triad Local,Champaign,Region 6,7920 Brush Lake Rd,"North Lewisburg, OH, 43060-9617",(937) 826-3102,Lee A. Claypool,91.555,76.3,C,0.0,14.9,12.2,23.5,29.9,19.5,0.0,117.391,97.8,0.0,0.0,0.0,8.7,8.7,82.6,0.0,90.034,90.921,
037531,Triad High School,046201,Triad Local,Champaign,Region 6,8099 Brush Lake Rd,"North Lewisburg, OH, 43060-9767",(937) 826-3771,Jason K. Huffman,86.185,71.8,C,0.0,10.0,23.7,43.8,18.1,4.4,0.0,104.667,87.2,0.0,6.7,0.0,20.0,53.3,20.0,0.0,80.924,98.026,
037556,Trimble Elementary School,045922,Trimble Local,Athens,Region 16,18500 Jacksonville Rd,"Glouster, OH, 45732-9337",(740) 767-2810,Jamie L. Starrett,74.889,62.4,D,0.0,27.3,23.6,23.2,17.4,8.5,0.0,112.143,93.5,0.0,0.0,0.0,14.3,50.0,35.7,0.0,72.595,75.350,
037564,Triway High School,050591,Triway Local,Wayne,Region 9,3205 Shreve Rd,"Wooster, OH, 44691-4439",(330) 264-8685,Scott D. Wharton,88.873,74.1,C,0.4,10.9,18.0,40.7,19.4,10.6,0.0,114.571,95.5,0.0,0.0,0.0,14.3,25.7,60.0,0.0,79.664,98.255,
037598,Troy High School,044925,Troy City,Miami,Region 10,151 Staunton Rd,"Troy, OH, 45373-1451",(937) 332-6710,Katherine M. Weaver,89.826,74.9,C,0.0,10.1,18.6,38.7,21.2,11.3,0.0,112.260,93.6,0.0,0.7,1.4,16.4,30.1,51.4,0.0,84.716,100.054,
037622,Coventry Elementary School,049999,Coventry Local,Summit,Region 8,3089 Manchester Rd,"Akron, OH, 44319-1026",(330) 644-8469,Timothy R. Bryan,101.645,84.7,B,0.0,4.4,10.6,23.1,34.2,27.7,0.0,118.824,99.0,0.0,0.0,0.0,0.0,11.8,88.2,0.0,97.434,100.278,
037655,Tuscarawas Middle School,050286,Indian Valley Local,Tuscarawas,Region 12,PO Box 356,"Tuscarawas, OH, 44682-0356",(740) 922-4226,Brent C. Carter,83.908,69.9,D,0.1,18.5,20.3,26.0,20.6,13.1,1.3,112.537,93.8,0.0,1.5,1.5,11.2,35.8,44.0,6.0,79.299,85.501,
037663,Tuscarawas Valley High School,050302,Tuscarawas Valley Local,Tuscarawas,Region 12,2637 Tusky Valley Rd NE,"Zoarville, OH, 44656-9692",(330) 859-2421,Susan K. Huth,94.962,79.1,C,0.0,8.3,14.6,32.7,24.9,16.9,2.5,119.333,99.4,0.0,0.0,0.0,3.3,13.3,70.0,13.3,79.726,101.604,
